Date,Predicted Sales,Lower Bound,Upper Bound
2017-03-19,2314.702784652358,-477.4028010449643,5055.972800871911
2017-03-20,2162.244916294501,-460.607097647575,4884.259909557869
2017-03-21,2465.3465856335743,-258.0065587579191,5165.837836210085
2017-03-22,1970.9145354274865,-727.957068313015,4757.687733581068
2017-03-24,1899.6753939745226,-1001.4394341910189,4519.826078177102
2017-03-25,2281.39686483862,-747.2887799699763,4999.406669655146
2017-03-26,1981.006421430635,-825.3397416080788,4720.849646284037
2017-03-27,1796.3017836976876,-752.1545100765312,4664.428654597541
2017-03-28,2075.7949206312887,-577.5442394743009,4668.794646712503
2017-03-29,1566.38353559143,-1204.7037783970673,4240.060933108074
2017-03-30,928.2388314967906,-1877.6477270249704,3625.646632999836
2017-03-31,1490.0662868430777,-1364.6219843350093,4308.70180623321
2017-04-01,1880.738672424369,-701.2709150569577,4672.530602513103
2017-04-02,1596.0630536433544,-1071.9886117951369,4228.135985469602
2017-04-03,1433.0008141756216,-1240.750931240875,4124.100429383891
2017-04-04,1739.1261269549093,-1064.6675203039817,4540.340817641209
2017-04-05,1260.3247148125508,-1292.9614481783105,4128.321067847523
2017-04-07,1252.912720943994,-1460.6296325466997,4021.115245081991
2017-04-08,1679.74216104878,-903.8515678268155,4646.3971008287435
2017-04-09,1431.0157729212322,-1246.7359436689742,4126.240101482226
2017-04-10,1302.6988846927077,-1318.7980642822374,3893.59423566419
2017-04-12,1192.513568622731,-1319.221527793936,3908.1442867661635
2017-04-13,614.234249734908,-2084.287308796078,3431.9165033540858
2017-04-14,1233.7776652148896,-1559.080331885078,4144.275078019983
2017-04-15,1678.5912597393656,-881.1261972555615,4236.026970256709
2017-04-16,1443.2449115116553,-1172.1786718638411,4234.539477120432
2017-04-17,1323.6767009766797,-1494.4626191879508,4192.504122309665
